0.06109092	0.12265914	-0.14997612	-0.019820757	0.15118924	0.2329645	0.22774455	-0.21727203	0.046287693	-0.09373072	0.14307654	-0.20654456	-0.047217503	0.22032358	-0.15155654	0.11342951
0.26840422	0.11043066	-0.17826472	0.42720073	0.4824398	0.36216643	-0.18611325	-0.47036517	0.40823764	0.095792904	0.49039572	-0.0860804	-0.12398218	0.33960184	-0.37886223	-0.21821794
0.09467243	-0.15197355	-0.004975878	-0.1793002	0.09971597	-0.099032395	0.23980227	0.13823411	-0.18738548	0.015803525	-0.21632029	-0.11265617	-0.14058377	0.30949274	-0.24374087	0.22700754
0.067816705	0.018191935	-0.042058174	-0.15891692	0.015977258	-0.0367959	0.31520134	0.005266607	-0.2111268	-0.1824733	-0.18677671	-0.11998469	-0.049762584	0.09921905	-0.028713405	0.27111998
-0.15226366	0.06986417	-0.3040814	-0.05286673	-0.09388444	0.17576848	0.2539599	-0.103868954	-0.020185703	-0.11063212	0.07687255	-0.28502396	-0.114387706	-0.114020206	0.17974676	0.051688112
0.3944692	-0.32710448	0.505819	-0.5539779	-0.13365264	-0.5059273	0.58382547	0.48321342	-0.5524078	-0.19631563	-0.5991634	0.27299327	-0.043953203	0.5290414	-0.42017904	0.5909454
0.060000982	0.2446678	-0.018845152	0.03176215	0.19506073	0.20128138	0.047231723	-0.28617966	0.1292082	-0.18885407	0.23660378	-0.06806762	0.08447691	0.19985208	-0.19002217	-0.014449961
0.021370135	0.089405	-0.06621453	0.049280938	0.09337724	0.16046572	0.0052075307	-0.24049386	0.074815616	-0.0996071	0.05636585	-0.088780604	0.01625171	0.17754115	-0.12907651	-0.04852661
-0.24650896	-0.030124633	0.15477039	-0.60157293	-0.44946685	-0.2683425	0.54544055	0.2193165	-0.5600085	-0.32106254	-0.53444594	-0.043197248	0.108788446	-0.17814937	0.33976322	0.5411073
0.21178463	0.001453398	0.21955736	-0.09019279	0.20382458	-0.09439926	0.11657135	0.020877462	-0.08528892	-0.06984863	-0.15947594	0.13870253	-0.025492532	0.35639808	-0.32953346	0.14769256
0.358322	0.56280196	0.2814096	0.16478702	0.3638076	0.12896886	-0.13367923	-0.72293216	0.41004625	-0.3912513	0.61285895	0.4371442	0.50955385	0.3567006	-0.41971502	0.056406382
-0.08868701	0.43826586	0.0010707602	-0.07661316	0.012474776	0.38208064	-0.03198803	-0.594293	0.1785255	-0.28883702	0.2559682	0.050369058	0.3891536	-0.14330381	0.09872962	-0.061735053
-0.50592244	0.12753166	-0.411829	-0.2454548	-0.39760223	0.2449544	0.44779396	-0.18300253	-0.1984952	-0.15267274	-0.070432745	-0.5297973	0.07479442	-0.419344	0.4410682	0.17108439
0.03137514	0.07600349	-0.2745997	0.23598933	0.21518753	0.28135186	-0.006633209	-0.21751976	0.23480652	0.08433785	0.2941304	-0.3620979	-0.21642043	0.16459252	-0.11063624	-0.11215511
-0.19250047	-0.27825016	-0.3717342	0.38410085	0.14332904	0.32318202	-0.05714653	-0.06661216	0.3025303	0.41058937	0.3032194	-0.4354138	-0.49279	-0.0039024549	0.087476015	-0.3429354
-0.03196873	0.0020443785	-0.2522907	0.49282202	0.43121907	0.40625128	-0.35138732	-0.43060955	0.51912624	0.2113567	0.5670877	-0.18675321	-0.22977924	0.09581622	-0.08399999	-0.42757744
